id,created_at,name,category,address,phone,rating,reviews,hours,google_maps_url,latitude,longitude,place_id,description,price_level,plus_code,keyword,location,email,facebook,instagram
27,"2026-03-16 23:07:37.263462+00","Boogey Place Barber shop","Barber shop","Address: 198 Bloomfield Ave, Newark, NJ 07104, United States","Phone: +1 973-980-8102",4.8,49,"Closes soon · 7:30 PM · Opens 8:30 AM Tue",https://www.google.com/maps/place/Boogey+Place+Barber+shop/data=!4m7!3m6!1s0x89c2548b7ef332e3:0x118e29f275e07d70!8m2!3d40.7603912!4d-74.1766997!16s%2Fg%2F1ts305c1!19sChIJ4zLzfotUwokRcH3gdfIpjhE?authuser=0&hl=en&rclk=1,40.7603912,-74.1766997,0x89c2548b7ef332e3:0x118e29f275e07d70,"","","Plus code: QR6F+58 Newark, New Jersey, USA",barber,"Bloomfield, NJ","","",""
28,"2026-03-16 23:07:37.263462+00","Jon the barber","Barber shop","Address: 44 Dodd St, Bloomfield, NJ 07003, United States","Phone: +1 973-415-9950",5.0,1,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Jon+the+barber/data=!4m7!3m6!1s0x89c255fff4ba0d4d:0xaa2367034a13646d!8m2!3d40.7825663!4d-74.1997437!16s%2Fg%2F11wtvzrvs6!19sChIJTQ269P9VwokRbWQTSgNnI6o?authuser=0&hl=en&rclk=1,40.7825663,-74.1997437,0x89c255fff4ba0d4d:0xaa2367034a13646d,"","","Plus code: QRM2+24 Bloomfield, New Jersey, USA",barber,"Bloomfield, NJ",ballinrockstar19@yahoo.com,https://www.facebook.com/booksypolska,https://www.instagram.com/jonnthebarber
29,"2026-03-16 23:07:37.263462+00","Cirujanos BarberShop","Barber shop","Address: 109 Washington Ave, Belleville, NJ 07109, United States","Phone: +1 973-759-0417",4.6,196,"Open · Closes 9 PM",https://www.google.com/maps/place/Cirujanos+BarberShop/data=!4m7!3m6!1s0x89c255b14d80f993:0xb279f07a58c30b63!8m2!3d40.784824!4d-74.153792!16s%2Fg%2F11df0qlfzr!19sChIJk_mATbFVwokRYwvDWHrwebI?authuser=0&hl=en&rclk=1,40.784824,-74.153792,0x89c255b14d80f993:0xb279f07a58c30b63,"",$,"Plus code: QRMW+WF Belleville, New Jersey, USA",barber,"Bloomfield, NJ","","",""
30,"2026-03-16 23:07:37.263462+00","Antonio's Barber Shop","Barber shop","Address: 1051 Bloomfield Ave, Clifton, NJ 07012, United States","Phone: +1 973-472-1011",4.9,248,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Antonio%27s+Barber+Shop/data=!4m7!3m6!1s0x89c2ff0d7292850b:0xa91f5d7edb0bf631!8m2!3d40.8416044!4d-74.1591981!16s%2Fg%2F1tk_q66v!19sChIJC4WScg3_wokRMfYL235dH6k?authuser=0&hl=en&rclk=1,40.8416044,-74.1591981,0x89c2ff0d7292850b:0xa91f5d7edb0bf631,"","","Plus code: RRRR+J8 Clifton, New Jersey, USA",barber,"Bloomfield, NJ","","",""
31,"2026-03-16 23:07:37.263462+00","Magic Cuts Barbershop","Barber shop","Address: 544 Bloomfield Ave, Verona, NJ 07044, United States","Phone: +1 973-433-9528",4.8,68,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Magic+Cuts+Barbershop/data=!4m7!3m6!1s0x89c30075870d2bcb:0x11ddb7a4978fa5a3!8m2!3d40.8315836!4d-74.2448901!16s%2Fg%2F11ddww_xcf!19sChIJyysNh3UAw4kRo6WPl6S33RE?authuser=0&hl=en&rclk=1,40.8315836,-74.2448901,0x89c30075870d2bcb:0x11ddb7a4978fa5a3,"",$,"Plus code: RQJ4+J2 Verona, New Jersey, USA",barber,"Bloomfield, NJ","","",""
32,"2026-03-16 23:07:37.263462+00","Allstyle Barbershop","Barber shop","Address: 760 Bloomfield Ave, Verona, NJ 07044, United States","Phone: +1 973-571-0611",4.7,109,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Allstyle+Barbershop/data=!4m7!3m6!1s0x89c3007797fea501:0x51266c072da2e90d!8m2!3d40.8342555!4d-74.251699!16s%2Fg%2F1tfqb4rv!19sChIJAaX-l3cAw4kRDemiLQdsJlE?authuser=0&hl=en&rclk=1,40.8342555,-74.251699,0x89c3007797fea501:0x51266c072da2e90d,"","","Plus code: RPMX+P8 Verona, New Jersey, USA",barber,"Bloomfield, NJ","","",""
33,"2026-03-16 23:07:37.263462+00","D'sanchez Barbershop","Barber shop","Address: 299 Park Ave, East Orange, NJ 07017, United States","Phone: +1 862-252-7966",4.6,256,"Closes soon · 7:45 PM · Opens 7:30 AM Tue",https://www.google.com/maps/place/D%27sanchez+Barbershop/data=!4m7!3m6!1s0x89c254c7f5e195c5:0xfbd750d5c808aeb8!8m2!3d40.7665437!4d-74.2050813!16s%2Fg%2F11cn0mb2yz!19sChIJxZXh9cdUwokRuK4IyNVQ1_s?authuser=0&hl=en&rclk=1,40.7665437,-74.2050813,0x89c254c7f5e195c5:0xfbd750d5c808aeb8,"","","Plus code: QQ8V+JX East Orange, New Jersey, USA",barber,"Bloomfield, NJ","","",""
34,"2026-03-16 23:07:37.263462+00","Signature BarberShop","Barber shop","Address: 226 Franklin Ave B, Nutley, NJ 07110, United States","Phone: +1 973-798-2992",4.5,113,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Signature+BarberShop/data=!4m7!3m6!1s0x89c255867b109177:0xb5006b8e83df71d7!8m2!3d40.8154547!4d-74.1621008!16s%2Fg%2F1yfjp1scp!19sChIJd5EQe4ZVwokR13Hfg45rALU?authuser=0&hl=en&rclk=1,40.8154547,-74.1621008,0x89c255867b109177:0xb5006b8e83df71d7,"","","Plus code: RR8Q+55 Nutley, New Jersey, USA",barber,"Bloomfield, NJ",lhhappylife@hotmail.fr,https://www.facebook.com/booksypolska,https://www.instagram.com/booksybiz
35,"2026-03-16 23:07:37.263462+00","Barbershop 22","Barber shop","Address: 219 Belleville Ave, Belleville, NJ 07109, United States","Phone: +1 973-703-9594",4.9,44,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Barbershop+22/data=!4m7!3m6!1s0x89c255b1d355085d:0x61262941f4709746!8m2!3d40.7872072!4d-74.1588985!16s%2Fg%2F11c5zvky9z!19sChIJXQhV07FVwokRRpdw9EEpJmE?authuser=0&hl=en&rclk=1,40.7872072,-74.1588985,0x89c255b1d355085d:0x61262941f4709746,"","","Plus code: QRPR+VC Belleville, New Jersey, USA",barber,"Bloomfield, NJ","","",""
36,"2026-03-16 23:07:37.263462+00","Mahir's Unisex Barber Shop","Barber shop","Address: 320 Orange Rd, Montclair, NJ 07042, United States","Phone: +1 973-744-2026",4.7,67,"Closed · Opens 8 AM Tue",https://www.google.com/maps/place/Mahir%27s+Unisex+Barber+Shop/data=!4m7!3m6!1s0x89c3aad2b8d412b7:0x4d3622bd6d974a55!8m2!3d40.7972802!4d-74.2191241!16s%2Fg%2F1tfzsv_0!19sChIJtxLUuNKqw4kRVUqXbb0iNk0?authuser=0&hl=en&rclk=1,40.7972802,-74.2191241,0x89c3aad2b8d412b7:0x4d3622bd6d974a55,"","","Plus code: QQWJ+W9 Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","",""
37,"2026-03-16 23:07:37.263462+00","Hair Port","Barber shop","Address: 448 Pleasant Valley Way, West Orange, NJ 07052, United States","Phone: +1 973-325-9889",4.8,84,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Hair+Port/data=!4m7!3m6!1s0x89c3aaf4691c0b47:0xfc187f60bb61ba81!8m2!3d40.8106!4d-74.2602073!16s%2Fg%2F1tjdmpfc!19sChIJRwscafSqw4kRgbphu2B_GPw?authuser=0&hl=en&rclk=1,40.8106,-74.2602073,0x89c3aaf4691c0b47:0xfc187f60bb61ba81,"","","Plus code: RP6Q+6W West Orange, New Jersey, USA",barber,"Bloomfield, NJ","","",""
38,"2026-03-16 23:07:37.263462+00","Johnson's Barbers","Barber shop","Address: 600 Main St, East Orange, NJ 07018, United States","Phone: +1 973-678-5252",4.6,107,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Johnson%27s+Barbers/data=!4m7!3m6!1s0x89c3ab4afa33660d:0xd132bda75b2d1837!8m2!3d40.7678524!4d-74.2200905!16s%2Fg%2F1vm7cdb9!19sChIJDWYz-kqrw4kRNxgtW6e9MtE?authuser=0&hl=en&rclk=1,40.7678524,-74.2200905,0x89c3ab4afa33660d:0xd132bda75b2d1837,"",$,"Plus code: QQ9H+4X East Orange, New Jersey, USA",barber,"Bloomfield, NJ","","",""
