id,created_at,name,category,address,phone,website,email,rating,reviews,hours,google_maps_url,latitude,longitude,place_id,description,price_level,plus_code,keyword,location,menu_url,order_url,booking_url,facebook,instagram,twitter,youtube,tiktok
11,"2026-03-16 23:07:36.865843+00","JT's Barber Shop","Barber shop","Address: 536 Bloomfield Ave, Verona, NJ 07044, United States","Phone: +1 973-239-2212",http://jtsbarbershop.com/,info@jtsbarbershop.com,4.9,127,"Closed · Opens 8:30 AM Tue",https://www.google.com/maps/place/JT%27s+Barber+Shop/data=!4m7!3m6!1s0x89c3aa9e2a811623:0x3dd5e53b02a5f81!8m2!3d40.8314118!4d-74.2444984!16s%2Fg%2F1tddbsrs!19sChIJIxaBKp6qw4kRgV8qsFNe3QM?authuser=0&hl=en&rclk=1,40.8314118,-74.2444984,0x89c3aa9e2a811623:0x3dd5e53b02a5f81,"","","Plus code: RQJ4+H6 Verona, New Jersey, USA",barber,"Bloomfield, NJ","","",http://jtsbarbershop.com/,https://www.facebook.com/JTsBarberShopVerona,https://www.instagram.com/jtsbarbershopnj,"","",""
36,"2026-03-16 23:07:36.865843+00","Ariel's Barber Shop","Barber shop","Address: 274 Park Ave, Newark, NJ 07107, United States","Phone: +1 973-302-4179",https://mapsask.top/ariel-s-barber-shop-xzzkta8,"",4.5,150,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Ariel%27s+Barber+Shop/data=!4m7!3m6!1s0x89c254fc4e2a1aa1:0xf4ce43cc7c7c1f5!8m2!3d40.7591258!4d-74.1873256!16s%2Fg%2F11b6xbc07t!19sChIJoRoqTvxUwokR9cHHxzzkTA8?authuser=0&hl=en&rclk=1,40.7591258,-74.1873256,0x89c254fc4e2a1aa1:0xf4ce43cc7c7c1f5,"","","Plus code: QR57+M3 Newark, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
12,"2026-03-16 23:07:36.865843+00","Jersey Boys Barbershop (Montclair)","Barber shop","Address: 3 Park St, Montclair, NJ 07042, United States","Phone: +1 862-213-3785",https://jerseyboysbarber.com/,"",4.8,152,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Jersey+Boys+Barbershop+%28Montclair%29/data=!4m7!3m6!1s0x89c3ab963d1f1a9b:0x5b8163879347f115!8m2!3d40.8151682!4d-74.2186977!16s%2Fg%2F11gxgccw1x!19sChIJmxofPZarw4kRFfFHk4djgVs?authuser=0&hl=en&rclk=1,40.8151682,-74.2186977,0x89c3ab963d1f1a9b:0x5b8163879347f115,"",$,"Plus code: RQ8J+3G Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","","",https://www.instagram.com/jerseyboysbarbershop,"","",""
13,"2026-03-16 23:07:36.865843+00","Caldwell Cuts","Barber shop","Address: 293 Bloomfield Ave, Caldwell, NJ 07006, United States","Phone: +1 973-226-2025",https://placegal.top/caldwell-cuts-z9rke9c,"",4.7,258,"Closes soon · 7:30 PM · Opens 8:30 AM Tue",https://www.google.com/maps/place/Caldwell+Cuts/data=!4m7!3m6!1s0x89c3008315d313ef:0xd77b4ad4cf55bcba!8m2!3d40.839087!4d-74.2749757!16s%2Fg%2F11bwyn10l1!19sChIJ7xPTFYMAw4kRurxVz9RKe9c?authuser=0&hl=en&rclk=1,40.839087,-74.2749757,0x89c3008315d313ef:0xd77b4ad4cf55bcba,"","","Plus code: RPQG+J2 Caldwell, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
14,"2026-03-16 23:07:36.865843+00","Cutting Edge #2 Barbershop -Nutley","Barber shop","Address: 261 Franklin Ave, Nutley, NJ 07110, United States","Phone: +1 973-454-3834",https://book.heygoldie.com/Carlos-Barber-838f5316b232,cutting261@gmail.com,4.8,284,"
Closed · Opens 8:30 AM Tue

Updated by this business 11 weeks ago

See more hours

",https://www.google.com/maps/place/Cutting+Edge+%232+Barbershop+-Nutley/data=!4m7!3m6!1s0x89c255864e5235b3:0x3c6e46bd13e888b0!8m2!3d40.8167303!4d-74.1615043!16s%2Fg%2F12q4qwwd4!19sChIJszVSToZVwokRsIjoE71Gbjw?authuser=0&hl=en&rclk=1,40.8167303,-74.1615043,0x89c255864e5235b3:0x3c6e46bd13e888b0,"","","Plus code: RR8Q+M9 Nutley, New Jersey, USA",barber,"Bloomfield, NJ","","",https://book.heygoldie.com/Carlos-Barber-838f5316b232,"","","","",""
15,"2026-03-16 23:07:36.865843+00","Bello by Daniel Ross","Barber shop","Address: 628 Bloomfield Ave Barbershop, Verona, NJ 07044, United States","Phone: +1 862-277-4994",https://bellobarbers.com/,bellobarbers@gmail.com,5.0,611,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Bello+by+Daniel+Ross/data=!4m7!3m6!1s0x89c300760f2e049d:0xc03a881bcf94d375!8m2!3d40.8327207!4d-74.2476247!16s%2Fg%2F11cnd8r6x9!19sChIJnQQuD3YAw4kRddOUzxuIOsA?authuser=0&hl=en&rclk=1,40.8327207,-74.2476247,0x89c300760f2e049d:0xc03a881bcf94d375,"","","Plus code: RQM2+3X Verona, New Jersey, USA",barber,"Bloomfield, NJ","","","",http://www.facebook.com/2008,https://www.instagram.com/bellobarbers,"","",""
16,"2026-03-16 23:07:36.865843+00","Montclair Barbershop","Barber shop","Address: 197 Bellevue Ave, Montclair, NJ 07043, United States","Phone: +1 973-783-0868",https://www.montclairbarbershop.net/,MONTCLAIRBARBERSHOP@GMAIL.COM,4.7,117,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Montclair+Barbershop/data=!4m7!3m6!1s0x89c2ffe8acd70ba5:0x6bd1432304e772c8!8m2!3d40.8408325!4d-74.2056552!16s%2Fg%2F11g6mfg54c!19sChIJpQvXrOj_wokRyHLnBCND0Ws?authuser=0&hl=en&rclk=1,40.8408325,-74.2056552,0x89c2ffe8acd70ba5:0x6bd1432304e772c8,"","","Plus code: RQRV+8P Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","",http://www.facebook.com/2008,https://www.instagram.com/montclairbarbershop,"","",""
17,"2026-03-16 23:07:36.865843+00",Supercuts,"Hair salon","Address: 15 Belleville Ave, Bloomfield, NJ 07003, United States","Phone: +1 973-748-1300",https://www.supercuts.com/locations/nearme/haircut/nj/bloomfield/15-belleville-ave/81271,"",4.5,798,"Closes soon · 8 PM · Opens 9 AM Tue",https://www.google.com/maps/place/Supercuts/data=!4m7!3m6!1s0x89c2550e61c381c1:0xee3e7d2819776a0e!8m2!3d40.7975934!4d-74.1791352!16s%2Fg%2F1tgcyzlf!19sChIJwYHDYQ5VwokRDmp3GSh9Pu4?authuser=0&hl=en&rclk=1,40.7975934,-74.1791352,0x89c2550e61c381c1:0xee3e7d2819776a0e,"","","Plus code: QRXC+28 Bloomfield, New Jersey, USA",barber,"Bloomfield, NJ","","","",https://www.facebook.com/tr,"","","",""
18,"2026-03-16 23:07:36.865843+00",Keycuts,"Barber shop","Address: 20 Church St Unit #5, Montclair, NJ 07042, United States","Phone: +1 973-337-6308",http://www.keycuts.co/,keycutsbarber@gmail.com,4.9,169,"Closes soon · 8 PM · Opens 10 AM Tue",https://www.google.com/maps/place/Keycuts/data=!4m7!3m6!1s0x89c25507d8525b57:0xfd1a559d17a1d6c4!8m2!3d40.8137731!4d-74.218437!16s%2Fg%2F11qlzzsdv1!19sChIJV1tS2AdVwokRxNahF51VGv0?authuser=0&hl=en&rclk=1,40.8137731,-74.218437,0x89c25507d8525b57:0xfd1a559d17a1d6c4,"","","Plus code: RQ7J+GJ Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","",http://www.facebook.com/2008,https://www.instagram.com/keycuts,"","",""
19,"2026-03-16 23:07:36.865843+00","Brothers Creed","Barber shop","Address: 525 Joralemon St, Belleville, NJ 07109, United States","Phone: +1 973-528-2569",https://www.brotherscreed.com/contact,brotherscreedllc@gmail.com,4.9,57,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Brothers+Creed/data=!4m7!3m6!1s0x89c25598b1992cd1:0xee4f20680ae8e906!8m2!3d40.8012451!4d-74.1646651!16s%2Fg%2F11pv8lk3x2!19sChIJ0SyZsZhVwokRBunoCmggT-4?authuser=0&hl=en&rclk=1,40.8012451,-74.1646651,0x89c25598b1992cd1:0xee4f20680ae8e906,"","","Plus code: RR2P+F4 Belleville, New Jersey, USA",barber,"Bloomfield, NJ","","","",http://www.facebook.com/2008,http://instagram.com/brotherscreedbarbers,"","",""
20,"2026-03-16 23:07:36.865843+00","Well Founded Barbershop & Supply","Barber shop","Address: 326 N Fullerton Ave, Montclair, NJ 07042, United States","Phone: +1 973-655-0050",http://www.wellfoundednj.com/,WELLFOUNDEDNJ@GMAIL.COM,4.9,95,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Well+Founded+Barbershop+%26+Supply/data=!4m7!3m6!1s0x89c2fff748791317:0xfa8aa88e4d3275dc!8m2!3d40.8302147!4d-74.2048785!16s%2Fg%2F11c6cz1cwl!19sChIJFxN5SPf_wokR3HUyTY6oivo?authuser=0&hl=en&rclk=1,40.8302147,-74.2048785,0x89c2fff748791317:0xfa8aa88e4d3275dc,"","","Plus code: RQJW+32 Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","",http://www.facebook.com/2008,"","","",""
21,"2026-03-16 23:07:36.865843+00","ALPHA & OMEGA Barber shop","Barber shop","Address: 223 Bloomfield Ave, Bloomfield, NJ 07003, United States","Phone: +1 973-336-1413",https://usayx.top/alpha-omega-barber-shop-QaymBxtg,"",3.8,25,"Closes soon · 8 PM · Opens 9 AM Tue",https://www.google.com/maps/place/ALPHA+%26+OMEGA+Barber+shop/data=!4m7!3m6!1s0x89c255d9848cfcef:0xd8c681296b100dba!8m2!3d40.7823561!4d-74.1912046!16s%2Fg%2F11jsr8r6d1!19sChIJ7_yMhNlVwokRug0QaymBxtg?authuser=0&hl=en&rclk=1,40.7823561,-74.1912046,0x89c255d9848cfcef:0xd8c681296b100dba,"",$$,"Plus code: QRJ5+WG Bloomfield, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
22,"2026-03-16 23:07:36.865843+00","V.Sosa Grooming Bar","Barber shop","Address: 208 Glenridge Ave, Montclair, NJ 07042, United States","Phone: +1 973-337-5744",http://vsosagroomingbar.com/,"",4.9,218,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/V.Sosa+Grooming+Bar/data=!4m7!3m6!1s0x89c2554cbd813a07:0x7a52348c5d99c4e6!8m2!3d40.8136306!4d-74.2163498!16s%2Fg%2F11f0kkykf9!19sChIJBzqBvUxVwokR5sSZXYw0Uno?authuser=0&hl=en&rclk=1,40.8136306,-74.2163498,0x89c2554cbd813a07:0x7a52348c5d99c4e6,"","","Plus code: RQ7M+FF Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
23,"2026-03-16 23:07:36.865843+00","Comb Barbershop","Barber shop","Address: 29 S Park St, Montclair, NJ 07042, United States","Phone: +1 973-744-8224",http://www.combmontclair.com/,"",4.6,151,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Comb+Barbershop/data=!4m7!3m6!1s0x89c3aab36ccf24ef:0x1f42003ea9e2a4a6!8m2!3d40.814387!4d-74.219581!16s%2Fg%2F1wk4d_bw!19sChIJ7yTPbLOqw4kRpqTiqT4AQh8?authuser=0&hl=en&rclk=1,40.814387,-74.219581,0x89c3aab36ccf24ef:0x1f42003ea9e2a4a6,"","","Plus code: RQ7J+Q5 Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
24,"2026-03-16 23:07:36.865843+00","SoVella Salon","Hair salon","Address: 71-69 E Passaic Ave #71, Bloomfield, NJ 07003, United States","Phone: +1 973-429-0100",http://www.sovellasalon.com/,sovellasalon@gmail.com,5.0,110,"Closed · Opens 10 AM Wed",https://www.google.com/maps/place/SoVella+Salon/data=!4m7!3m6!1s0x89c2556bf1e04277:0x1ff2ca529a9c1601!8m2!3d40.8079924!4d-74.1892814!16s%2Fg%2F1yj2pchwc!19sChIJd0Lg8WtVwokRARacmlLK8h8?authuser=0&hl=en&rclk=1,40.8079924,-74.1892814,0x89c2556bf1e04277:0x1ff2ca529a9c1601,"","","Plus code: RR56+57 Bloomfield, New Jersey, USA",barber,"Bloomfield, NJ","","",https://www.sovellasalon.com/,http://www.facebook.com/2008,https://www.instagram.com/sovellasalon,"","",https://www.tiktok.com/@sovellasalon
25,"2026-03-16 23:07:36.865843+00","Blanco's International Cuts","Barber shop","Address: 1 Bloomfield Ave # 1, Newark, NJ 07104, United States","Phone: +1 973-484-9347",https://blancosbarberandbeautyacademy.com/,rafiviola85gmail.com,4.7,126,"Closed · Opens 7 AM Tue",https://www.google.com/maps/place/Blanco%27s+International+Cuts/data=!4m7!3m6!1s0x89c2546282cea49f:0x2a67619205f46580!8m2!3d40.7537918!4d-74.1706314!16s%2Fg%2F1thxlzt9!19sChIJn6TOgmJUwokRgGX0BZJhZyo?authuser=0&hl=en&rclk=1,40.7537918,-74.1706314,0x89c2546282cea49f:0x2a67619205f46580,"","","Plus code: QR3H+GP Newark, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
26,"2026-03-16 23:07:36.865843+00","N. Bas Barbershop","Barber shop","Address: 375 Bloomfield Ave, Caldwell, NJ 07006, United States","Phone: +1 908-936-6697",https://bascutsllc.wixsite.com/nbasbarbershop,"",5.0,394,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/N.+Bas+Barbershop/data=!4m7!3m6!1s0x89c30175c235ce67:0x623c0d2916f727a2!8m2!3d40.8409675!4d-74.2779196!16s%2Fg%2F11lmhfkfnh!19sChIJZ841wnUBw4kRoif3FikNPGI?authuser=0&hl=en&rclk=1,40.8409675,-74.2779196,0x89c30175c235ce67:0x623c0d2916f727a2,"","","Plus code: RPRC+9R Caldwell, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
27,"2026-03-16 23:07:36.865843+00","Gen To Rev Barbershop & Salon","Barber shop","Address: 154 Bloomfield Ave Suite 1, Montclair, NJ 07042, United States","Phone: +1 973-337-6918",http://www.gentorevbarbershopsalon.com/,"",5.0,11,"Closes soon · 8 PM · Opens 8 AM Tue",https://www.google.com/maps/place/Gen+To+Rev+Barbershop+%26+Salon/data=!4m7!3m6!1s0xaff0c6685b1fd8a5:0x84d7e2fe0f58b898!8m2!3d40.8081646!4d-74.2113234!16s%2Fg%2F11k3tbx514!19sChIJpdgfW2jG8K8RmLhYD_7i14Q?authuser=0&hl=en&rclk=1,40.8081646,-74.2113234,0xaff0c6685b1fd8a5:0x84d7e2fe0f58b898,"","","Plus code: RQ5Q+7F Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
28,"2026-03-16 23:07:36.865843+00","Dominican Barber Shop","Barber shop","Address: 217 Bloomfield Ave, Newark, NJ 07104, United States","Phone: +1 973-350-6001",https://leglu.top/dominican-barber-shop-t979zgg,"",4.6,121,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Dominican+Barber+Shop/data=!4m7!3m6!1s0x89c2548ca049c0d3:0x8cefdde4fa4add7!8m2!3d40.7615467!4d-74.1769872!16s%2Fg%2F1td4qm9q!19sChIJ08BJoIxUwokR162kT979zgg?authuser=0&hl=en&rclk=1,40.7615467,-74.1769872,0x89c2548ca049c0d3:0x8cefdde4fa4add7,"","","Plus code: QR6F+J6 Newark, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
29,"2026-03-16 23:07:36.865843+00","La Belle Vie Salon & Spa",Hairdresser,"Address: 1405 Broad St, Bloomfield, NJ 07003, United States","Phone: +1 973-771-1405",http://www.labelleviesalon.net/,"",4.8,68,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/La+Belle+Vie+Salon+%26+Spa/data=!4m7!3m6!1s0x89c2ffb67c340a89:0x81450b8efffe9d2d!8m2!3d40.8377342!4d-74.1846408!16s%2Fg%2F1ts3064j!19sChIJiQo0fLb_wokRLZ3-_44LRYE?authuser=0&hl=en&rclk=1,40.8377342,-74.1846408,0x89c2ffb67c340a89:0x81450b8efffe9d2d,"","","Plus code: RRQ8+34 Bloomfield, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
30,"2026-03-16 23:07:36.865843+00","Virile Barber & Shop","Barber shop","Address: 112 Forest St, Montclair, NJ 07042, United States","Phone: +1 862-333-4992",https://www.virilebarbershop.com/montclair,info@virilebarber.com,4.9,96,"Closes soon · 8 PM · Opens 10 AM Tue",https://www.google.com/maps/place/Virile+Barber+%26+Shop/data=!4m7!3m6!1s0x89c255c205836449:0x281288e2860adc02!8m2!3d40.8190275!4d-74.2116827!16s%2Fg%2F11jp10fxxv!19sChIJSWSDBcJVwokRAtwKhuKIEig?authuser=0&hl=en&rclk=1,40.8190275,-74.2116827,0x89c255c205836449:0x281288e2860adc02,"","","Plus code: RQ9Q+J8 Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","","",http://www.facebook.com/2008,https://www.instagram.com/virile,"","",""
31,"2026-03-16 23:07:36.865843+00","Salon Gossip","Hair salon","Address: 474 Broad St, Bloomfield, NJ 07003, United States","Phone: +1 973-429-8955",http://www.salon-gossip.com/,salon_gossip@yahoo.com,4.9,52,"Closed · Opens 12 PM Tue",https://www.google.com/maps/place/Salon+Gossip/data=!4m7!3m6!1s0x89c2ff894155cd87:0xf2538e565069189a!8m2!3d40.8097884!4d-74.1931425!16s%2Fg%2F1w15_cml!19sChIJh81VQYn_wokRmhhpUFaOU_I?authuser=0&hl=en&rclk=1,40.8097884,-74.1931425,0x89c2ff894155cd87:0xf2538e565069189a,"","","Plus code: RR54+WP Bloomfield, New Jersey, USA",barber,"Bloomfield, NJ","","","",https://www.facebook.com/Salon-Gossip-148541443482,https://www.instagram.com/salongossip,"","",""
32,"2026-03-16 23:07:36.865843+00","Man Cave Cutz Barber Shop","Barber shop","Address: 110A Market St, Clifton, NJ 07012, United States","Phone: +1 973-955-0336",https://mancavecutzbarbershop.com/,"",4.6,310,"Closed · Opens 9 AM Tue",https://www.google.com/maps/place/Man+Cave+Cutz+Barber+Shop/data=!4m7!3m6!1s0x89c2ff0ef2de60d3:0x928dc6f2906c10e4!8m2!3d40.8459645!4d-74.1627291!16s%2Fg%2F11f33t2cy_!19sChIJ02De8g7_wokR5BBskPLGjZI?authuser=0&hl=en&rclk=1,40.8459645,-74.1627291,0x89c2ff0ef2de60d3:0x928dc6f2906c10e4,"",$,"Plus code: RRWP+9W Clifton, New Jersey, USA",barber,"Bloomfield, NJ","","","","","","","",""
33,"2026-03-16 23:07:36.865843+00","Gumdrop Hairdressing","Hair salon","Address: 24 Church St, Montclair, NJ 07042, United States","Phone: +1 973-744-4008",https://www.gumdrophairdressing.com/,gumdropbooking@gmail.com,4.9,470,"Closed · Opens 10 AM Tue",https://www.google.com/maps/place/Gumdrop+Hairdressing/data=!4m7!3m6!1s0x89c3aab3697e9983:0x75ddd7675487e93f!8m2!3d40.8138498!4d-74.2186986!16s%2Fg%2F1pxw407y5!19sChIJg5l-abOqw4kRP-mHVGfX3XU?authuser=0&hl=en&rclk=1,40.8138498,-74.2186986,0x89c3aab3697e9983:0x75ddd7675487e93f,"","","Plus code: RQ7J+GG Montclair, New Jersey, USA",barber,"Bloomfield, NJ","","",https://www.gumdrophairdressing.com/services/,https://www.facebook.com/Gumdrophairdressing,https://www.instagram.com/gumdrophairdressing,"","",""
